,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj
FBgn0050463,26.1777991646214,49.3280346271469,8.81512256772732,0.17870411084402,-2.48435527289706,2.07531560470054e-10,5.71242685982222e-08
FBgn0024315,52.9390371539912,19.2833242175098,78.1808218563523,4.0543228426021,2.01946097407278,2.79883824204129e-10,7.52887487109108e-08
FBgn0034438,44.7358011197657,78.072724021859,19.7331089431958,0.252752919671035,-1.98420033739569,2.94617203968521e-10,7.74908716926982e-08
FBgn0039109,290.334451440046,167.780945325035,382.249581026305,2.2782657487463,1.18793604030195,6.36276220504198e-10,1.6371663795408e-07
FBgn0261552,2891.60113715861,1099.6532872977,4235.56202455429,3.85172496957,1.94550469196558,6.56012577637022e-10,1.65203507849187e-07
FBgn0034897,539.303379131195,222.617956944081,776.817445771531,3.48946444588322,1.8030056322639,8.81065364093718e-10,2.17256034362776e-07
FBgn0031191+FBgn0027279,2043.80957969435,1296.01411721627,2604.65617655291,2.00974367636326,1.00701151114519,9.58281073556747e-10,2.26844295732353e-07
FBgn0033724,79.5174061591131,124.907556689804,45.474793261095,0.364067590994733,-1.4577217759457,9.53473306129471e-10,2.26844295732353e-07
FBgn0003748,638.404991063006,899.422226159019,442.642064740996,0.492140456247449,-1.02285797726401,1.21477624701318e-09,2.81923365875451e-07
FBgn0040099,470.737759345769,197.599069484445,675.591776741763,3.41900282478276,1.77357561472755,1.34246927883688e-09,3.05566661236794e-07
FBgn0085359,33.953598076468,2.37745452619624,57.6357057391718,24.242611206274,4.5994731968109,1.82594021634791e-09,4.07770347182904e-07
FBgn0086910,48.8098622743375,82.2022406281069,23.7655785090104,0.289111079301705,-1.79030419811892,2.08449984241765e-09,4.56891483978802e-07
FBgn0001137,290.657108373062,154.614397527501,392.689141507233,2.53979673165551,1.34471303795519,2.7229666259568e-09,5.85982417905902e-07
FBgn0051363,4196.66475888597,5738.82145474595,3040.04723699099,0.529733719887189,-0.91666074942805,3.27543409757206e-09,6.92286392479695e-07
FBgn0026562,23460.0755291105,6995.38860548204,35808.5907218318,5.11888513152363,2.35582963242021,3.70284389149731e-09,7.6889228596074e-07
FBgn0037754,160.479079220019,50.4415011820182,243.00726274852,4.81760568290044,2.26831631499511,4.74399893087944e-09,9.68102954239465e-07
FBgn0033065,14.696031199899,30.2927410306492,2.99849882683635,0.0989840709298169,-3.33665981245681,5.55948713361041e-09,1.11528965615954e-06
FBgn0038528,75.0682523658353,117.07709986787,43.5616167393093,0.372076322256631,-1.42632950998623,6.35842190421912e-09,1.25430469430562e-06
FBgn0035968,160.573582376258,235.749085547787,104.191954997612,0.441961226511277,-1.1780082881068,8.24331449745425e-09,1.5994732851126e-06
FBgn0032004,517.672048890807,286.954959076494,690.709866251541,2.40703233871424,1.2672555246912,1.06298341974995e-08,2.0292696380904e-06
FBgn0038198,39.7827885290119,74.8079876387113,13.5138891967373,0.180647677117092,-2.46874939108959,1.35671109794064e-08,2.54889405638499e-06
FBgn0031805,1589.58638057565,1062.47485798511,1984.92002251856,1.86820422864668,0.901652176434329,1.44644469768228e-08,2.67501866277617e-06
FBgn0003137,2579.03764223005,3521.22445780948,1872.39753054549,0.53174614483687,-0.911190426212258,1.57453160689593e-08,2.82366001503337e-06
FBgn0039113,267.531784773149,374.249787982894,187.493282365841,0.50098433823137,-0.997162592283475,1.55898478103986e-08,2.82366001503337e-06
FBgn0039257,293.77757945846,181.140289430821,378.25554697919,2.08819113719949,1.06225377132795,1.7126691318534e-08,3.02554505143536e-06
FBgn0040398,2117.57910398927,1423.88675290956,2637.84836729906,1.85256893633492,0.889527227960584,2.27079706721658e-08,3.95252265993757e-06
FBgn0261015+FBgn0053191+FBgn0046874,1050.78401919844,695.343448257379,1317.36444740424,1.8945521823866,0.921856877103727,2.56745351049295e-08,4.40411300727457e-06
FBgn0034885,85.7645615950456,137.687273811442,46.822527432748,0.340064307590764,-1.55612050302573,3.00340963283885e-08,5.07833663061152e-06
FBgn0035811,561.672173666942,768.768124157722,406.350210798857,0.528573178348234,-0.919824875442775,4.31334432510681e-08,7.19052724393862e-06
FBgn0001258,888.612695586217,1218.13549123394,641.470598850426,0.526600368732901,-0.925219563307903,4.52961192733919e-08,7.44617871833148e-06
FBgn0030805,181.678652534272,263.502657360151,120.310648914863,0.456582298334943,-1.1310531674304,4.78550501652474e-08,7.75907361309408e-06
FBgn0035765,321.724187431221,456.314064112536,220.781779920234,0.483837333284089,-1.04740600174604,5.09414632873044e-08,8.14788053335858e-06
FBgn0028988+FBgn0033113,308.264723201643,429.46170711918,217.366985263491,0.506138222943285,-0.982396665851008,5.89523780861459e-08,9.30347129370164e-06
FBgn0036007,765.483346260256,1032.94686999322,564.885703460529,0.546868110907035,-0.870735157085403,7.6773043216362e-08,1.19563913093271e-05
FBgn0036299,386.382672116126,533.651085907631,275.931361772497,0.517063244241684,-0.951587341284283,8.5332109605185e-08,1.31167642764542e-05
FBgn0031689,168.957302171768,242.087148550278,114.109917387886,0.471358839456063,-1.08510231149075,1.0638891710533e-07,1.6143836190496e-05
FBgn0036968,447.610671716288,287.637574778572,567.590494419575,1.97328354912085,0.980598277662222,1.24062050657318e-07,1.85873219187343e-05
FBgn0033367,8092.12968294003,12445.9832143272,4826.73953439965,0.387815044523228,-1.36655932383551,1.36724048756372e-07,2.02283230135052e-05
FBgn0027515,259.248023350259,360.430457539671,183.361197708199,0.50872836596507,-0.975032555834848,1.4776108558517e-07,2.15913606047663e-05
FBgn0036684,484.214338744485,322.272200184581,605.670942664413,1.87937694383045,0.91025445497253,1.50037620912243e-07,2.16566497697233e-05
FBgn0000567,143.10665849157,81.0425004348648,189.654777034098,2.34018911085458,1.22662511881215,1.59739981044847e-07,2.27793062126122e-05
FBgn0027580,728.521509397462,489.353613360458,907.897431425214,1.85529933086742,0.891651967611425,1.77536091252028e-07,2.47764784829261e-05
FBgn0034389,67.6856678237176,23.8974975838789,100.526795503597,4.20658251562755,2.07264864422491,1.80025105570433e-07,2.47764784829261e-05
FBgn0051038,388.098186039983,253.389208059674,489.129919525215,1.9303502436853,0.948862634532028,1.79891381277385e-07,2.47764784829261e-05
FBgn0035147,10687.2118195539,6575.48823018557,13771.0045115801,2.09429384245,1.06646387555638,1.95794278578901e-07,2.66370239225273e-05
FBgn0029801,804.301078530234,551.267712384345,994.076103139652,1.80325471782135,0.850603198313435,2.21276714434977e-07,2.97617180915044e-05
FBgn0033782,96.9170141681701,50.4144288128082,131.793953184692,2.61421097666405,1.38637557675099,2.52931118408329e-07,3.36369968256291e-05
FBgn0261560,973.770880339272,646.022713692163,1219.5820053246,1.88783146393479,0.916729973916602,2.58274435173577e-07,3.39659579412717e-05
FBgn0032638,71.9684662941913,33.5842642639476,100.756617816874,3.00011389336986,1.5850172708148,2.70638947805408e-07,3.48182889807044e-05
FBgn0040271,601.467951787499,808.86699749647,445.91866750577,0.551287997762223,-0.859121902414279,2.70485222331782e-07,3.48182889807044e-05
FBgn0035344,49.3658274182515,22.2831668445985,69.6778228484912,3.12692640747252,1.64474526568962,2.94573746821562e-07,3.74900523374195e-05
FBgn0050147,598.405971050014,401.374878331221,746.179290589109,1.8590582791117,0.894571997620248,3.07511078084222e-07,3.87202246830304e-05
FBgn0033635,1625.11843173998,2428.92755013998,1022.26159293998,0.420869528562541,-1.24855503420598,3.27455559870657e-07,4.07975158592536e-05
FBgn0035403,250.709369778105,160.909497616161,318.059273899563,1.9766345592494,0.98304616985727,3.38113849554179e-07,4.16866200346173e-05
FBgn0039593,22.8241698607133,40.3646244621214,9.66882890965721,0.239537194721842,-2.06167840354223,3.61396010398968e-07,4.40977647328061e-05
FBgn0259224,141.188168562898,201.770098647666,95.7517209993218,0.474558527953763,-1.07534206711093,3.65363194918943e-07,4.41269262761287e-05
FBgn0023549,137.510332347111,66.3581470611367,190.874471311592,2.87642858887751,1.52427865386508,4.57723782308505e-07,5.47234210848835e-05
FBgn0030598,20.102431290657,36.533760193301,7.77893461367409,0.212924554508366,-2.23158576358103,4.74414447491238e-07,5.6151694005063e-05
FBgn0015568,117.038344701918,170.744300044184,76.7588781952192,0.449554557167392,-1.15343188553556,5.03279518591694e-07,5.89783800203098e-05
FBgn0038149,631.982271272879,916.344737138203,418.710421873886,0.45693547952438,-1.1299376275071,6.65114351441305e-07,7.71793476829341e-05
FBgn0032088,68.9062976403742,104.074012047524,42.5305118350115,0.408656407092199,-1.29103974099835,7.50431509387223e-07,8.62340518942443e-05
FBgn0024984,58.4595845959169,90.6515730293082,34.3155932708733,0.378543825817329,-1.40146775734711,8.52313549266422e-07,9.69998381645901e-05
FBgn0053307,603.09289750338,302.663585264545,828.414881682506,2.73708143964007,1.45263836156326,9.23249944381672e-07,0.000104072250873347
FBgn0002527,19942.2129956574,14229.4135188382,24226.8126032717,1.7025868684748,0.767728408528459,1.00333579641854e-06,0.000112032853645376
FBgn0020248,19.0371711306443,34.307895797671,7.58412763037427,0.221060704949708,-2.17748549584121,1.07395379592798e-06,0.00011879735634209
FBgn0051523,2852.13022195936,2004.2387278252,3488.04884255998,1.74033601593202,0.799365881773636,1.24893093946016e-06,0.000136873579624542
FBgn0039640,42.5428723692285,18.9295222399619,60.2528849661784,3.1830113936515,1.67039232113818,1.64755812277409e-06,0.000178903650836276
FBgn0030041,40.893270671722,8.6986115819862,65.0392649890238,7.47697082183925,2.90245390307465,1.95907707555909e-06,0.000210796693330158
FBgn0031703,48.5036525731966,18.3965077252778,71.0840112091357,3.86399485547261,1.95009317336905,2.07674936877313e-06,0.000221445094854043
FBgn0003502,775.045830856028,1020.4362147195,591.003042958424,0.579167060550551,-0.787948541726795,2.43240547918783e-06,0.0002570531361756
FBgn0004507,1048.08828754967,1427.71483453978,763.368377307092,0.534678465782813,-0.903256521636815,2.84029761008827e-06,0.000297502323123936
FBgn0052625,99.60179239838,161.13467741238,53.4521286378799,0.331723310563895,-1.59194769942319,2.89376465199366e-06,0.000300443845798219
FBgn0031322,262.198942190631,145.46418924435,349.750006900342,2.40437188504749,1.26566005545843,2.93372108088468e-06,0.00030194367576827
FBgn0050069,822.599105665518,536.045287535625,1037.51446926294,1.93549778980938,0.952704660183638,3.04850105804142e-06,0.000311052228646364
FBgn0038865,145.768318175079,91.7280863115195,186.298492072748,2.03098635940203,1.0221805501761,3.28479457814434e-06,0.000332297680571935
FBgn0031307,962.293068783936,1300.22641622906,708.843058200095,0.545168940849468,-0.875224723057593,3.41916769800716e-06,0.000340077889694225
FBgn0039098,186.524243497018,120.800574028682,235.81699559827,1.95211817074875,0.965040388552947,3.39556139097643e-06,0.000340077889694225
FBgn0045852,1155.3157737361,847.868495530856,1385.90123239004,1.63457097379508,0.708912020922354,3.68201383083864e-06,0.000363169297515051
FBgn0028990,678.149587797113,488.713219238145,820.226864216339,1.67833983597782,0.74703486717214,3.79698557618076e-06,0.000371414225451864
FBgn0015371,208.783701119748,137.713975988953,262.085994967844,1.90311835153804,0.92836528303481,3.83586615257324e-06,0.000372141899851286
FBgn0033775,24.9774543511451,41.7665341202572,12.3856445243111,0.296544704634802,-1.75367848491099,3.95692759014243e-06,0.000380765812657933
FBgn0004108,368.104556872172,488.120622332655,278.09250777681,0.569720874417983,-0.811672827756226,4.14630452200662e-06,0.000392605282579763
FBgn0038545,50.8255924526255,77.867603002645,30.5440845401108,0.392256642843793,-1.35013021552918,4.12683616063731e-06,0.000392605282579763
FBgn0038237,13.2471029573951,3.22034601455046,20.7671706645285,6.44873891522726,2.68901706152365,5.47774064776496e-06,0.000514559827832905
FBgn0037680,277.993503704671,375.398113193854,204.940046587783,0.545927215361238,-0.873219475311726,5.69027630412497e-06,0.0005267416133196
FBgn0040388,875.209050536794,559.824984930914,1111.7470997412,1.98588332008511,0.989780860288406,5.69642839683244e-06,0.0005267416133196
FBgn0037635,94.6052626768426,55.6606913378596,123.81369118108,2.22443681896678,1.15344012199862,5.77961527692289e-06,0.000530290902462476
FBgn0033095,811.172564412371,1057.18990740267,626.659557169644,0.592759685636078,-0.754480763489695,5.92822643210845e-06,0.000539742215772582
FBgn0039485,39.0295811116481,62.3490437962727,21.5399840981796,0.345474169075666,-1.53335024980086,6.09535830362566e-06,0.000550722602150483
FBgn0031374,1247.61737777115,896.402504600585,1511.02853264908,1.68565853497069,0.753312318132159,6.29230674425045e-06,0.000560606557096463
FBgn0031449,623.121919039815,442.919374985184,758.273827080787,1.71199064639281,0.775674819472959,6.29948226544691e-06,0.000560606557096463
FBgn0038805,447.661028226993,588.677022572648,341.899032467752,0.580792216033128,-0.783905976894019,6.36312975074698e-06,0.000562044803954039
FBgn0261563,1017.54278213303,1314.95563583648,794.483141855449,0.604190073188328,-0.726925614031736,6.71598745410726e-06,0.000588817981531952
FBgn0030237,1170.59047872486,785.080287459643,1459.72312217377,1.85932973415641,0.894782640966836,7.33045694798787e-06,0.000637965356149885
FBgn0001124,721.58422426127,930.385152507384,564.983528076684,0.6072576787732,-0.719619267032441,9.27160655406769e-06,0.000797969694946417
FBgn0032029,218.919557308536,151.504340292812,269.480970070328,1.77870132003811,0.830824273237692,9.30380347267705e-06,0.000797969694946417
FBgn0087007,74.6343427724373,108.20163488362,49.4588736890505,0.457099134798175,-1.12942100669047,9.77329020177194e-06,0.000832206207396926
FBgn0036896,379.462400043565,264.943837564832,465.351321902615,1.75641496771459,0.812633733903899,1.01991214784224e-05,0.000862262870132911
FBgn0035266,213.802501672169,303.605297238446,146.450404997462,0.482371046650224,-1.05178477991246,1.09635352964503e-05,0.000913833829357643
FBgn0038341,252.256705492334,337.240648583529,188.518748173937,0.55900363424679,-0.839070432404268,1.09322687989788e-05,0.000913833829357643
FBgn0030452,484.890588497934,344.73947768172,590.003921610095,1.71144867300291,0.775218026023156,1.30779590466474e-05,0.00108245261032251
FBgn0031268,76.7258752862299,106.867114903927,54.1199455729573,0.506422818858834,-0.981585682394445,1.35597313998949e-05,0.00111453458923025
FBgn0004369,493.497050031013,348.406606954672,602.314882338268,1.72876997828181,0.789745923770017,1.5296686116673e-05,0.00124863156466857
FBgn0036985,1011.69694624473,529.218918217382,1373.55546726524,2.59543908953957,1.375978630573,1.86555474121516e-05,0.00151237711760429
FBgn0034405,1319.19638406329,1680.04215139253,1048.56205856636,0.624128423026317,-0.680085180863258,1.90784061556222e-05,0.00153613615821731
FBgn0261238,543.260506277284,704.423008358385,422.388629716459,0.599623556733063,-0.737871032958507,1.93854486614991e-05,0.00155031196187503
FBgn0020240,1319.35168202935,1673.30819150688,1053.8842999212,0.629820797669158,-0.666986696577663,2.04314978315514e-05,0.00162300139821639
FBgn0015522,71.11108502335,41.5043696907702,93.3161215227848,2.24834450488081,1.16886311091618,2.10612129019756e-05,0.00166187010605188
FBgn0004893,252.551724236978,172.211293557923,312.80704724627,1.8164142477744,0.861093258277027,2.18714690756045e-05,0.00171437554952884
FBgn0038877,592.878742090397,427.357790143766,717.01945605037,1.67779662050658,0.746567845474129,2.46043022203139e-05,0.0019158981649976
FBgn0044047,159.422895782967,106.354560718555,199.224147081275,1.87320737103583,0.905510620138679,2.50889500755697e-05,0.0019408680594408
FBgn0034391,38.9381933931968,59.51049235754,23.5089691699394,0.395039063509964,-1.33993277338094,2.55581769183837e-05,0.00196432845458435
FBgn0051195,545.799565664275,704.642781862826,426.667153515362,0.605508442713917,-0.72378101906919,2.79804708172482e-05,0.00213662485543838
FBgn0034067,87.5844195728248,123.307169412959,60.7923571927241,0.493015592541329,-1.02029481963039,2.99064894260986e-05,0.00226905903107245
FBgn0010223,38.4887515207377,19.3243400491552,52.8620601244245,2.73551696927086,1.45181350523867,3.03026798819806e-05,0.00228447464384154
FBgn0003076,880.337758476405,1131.40162757951,692.03985664908,0.611665954670415,-0.709184116989005,3.21564526452922e-05,0.00240888464246632
FBgn0086906,624.524984033193,816.346508201056,480.658840907296,0.588792670855543,-0.76416838168906,3.59848447369548e-05,0.00267872089501004
FBgn0053556,124.610136264972,173.412186616817,88.0085985010875,0.507511036093197,-0.978488900089427,3.7752314218088e-05,0.00279272744428306
FBgn0031313,837.351352959429,616.868913694351,1002.71318240824,1.62548826849308,0.700873143817916,3.85879025562472e-05,0.0028145918300769
FBgn0032775,1764.88520814152,1261.11018616375,2142.71647462484,1.69907157846605,0.764746631640895,3.87612764703055e-05,0.0028145918300769
FBgn0085403,116.071330521715,162.980312671632,80.8895939092769,0.496315122871624,-1.01067168022916,3.8704965526032e-05,0.0028145918300769
FBgn0001091,2252.40355859751,2866.11673572301,1792.11867575338,0.625277628582458,-0.677431193999286,4.10966567715178e-05,0.00294800017907688
FBgn0002868,57.1298102554688,23.0914641951649,82.6585698006967,3.57961578798474,1.83980474656342,4.10667249538002e-05,0.00294800017907688
FBgn0032598,259.097093766045,339.820833633459,198.554288865485,0.584291100526377,-0.775240779460718,4.144863858013e-05,0.00295533786888204
FBgn0259715,402.348874846924,162.779296072391,582.026058927824,3.57555335949473,1.83816653342116,4.29848296651419e-05,0.00304651762824323
FBgn0040752,2685.15383011218,1829.35209914766,3327.00512833556,1.81867948214326,0.86289130974763,4.37271766503793e-05,0.00308068370734458
FBgn0038476,704.996778686028,894.05164671903,563.205627661276,0.6299475312507,-0.666696424301365,4.45964447395971e-05,0.0031233344375022
FBgn0000116,331.000130238075,498.684027631401,205.237207193081,0.411557611275213,-1.28083369660163,4.52658991536152e-05,0.00313865718266393
FBgn0036862,146.511411211554,213.678805149053,96.1358657584305,0.449908289647027,-1.15229714579108,4.53455878874224e-05,0.00313865718266393
FBgn0029090,22.8203382783855,9.56233359135305,32.7638417936599,3.42634373509906,1.77666989165748,4.56120312614651e-05,0.00313874419773664
FBgn0028514,324.281440110595,195.740347179406,420.687259808987,2.14921075736832,1.10380696424602,4.66338831453824e-05,0.00316228740180105
FBgn0053516,430.362909393129,316.279581834641,515.925405061995,1.63123209556959,0.705962066724839,4.66346614105871e-05,0.00316228740180105
FBgn0063492,285.139282807892,370.987971272357,220.752766459544,0.595040226513113,-0.74894089263606,4.67556856467712e-05,0.00316228740180105
FBgn0030037,396.231096759092,510.501668573512,310.528167898278,0.608280417115937,-0.717191535827028,4.74150864843049e-05,0.0031886645660695
FBgn0001122,637.155294236749,818.670676447343,501.018757578804,0.611990598897466,-0.708418603780182,4.97161664602441e-05,0.00332452286001948
FBgn0032420,86.5431685344569,121.140337370775,60.5952919072186,0.500207389399572,-0.999401724750778,6.17117686332115e-05,0.00410348591877916
FBgn0027091,714.692098927268,530.658870722519,852.71702008083,1.60690241344654,0.684282317369175,6.5491459734413e-05,0.00433048557215929
FBgn0020257,561.075468816425,411.566772601103,673.206990977917,1.63571754523148,0.709923646033394,7.49969344389739e-05,0.00490421942552318
FBgn0031516,511.323603627103,653.440791047444,404.735713061848,0.619391563255593,-0.69107636271788,7.49233829506077e-05,0.00490421942552318
FBgn0011674,61.9328990072776,86.8696698644437,43.2303208644031,0.497645736790091,-1.00680901052822,7.7856182175366e-05,0.00506321852872325
FBgn0001114,20759.6913684775,16352.4419870833,24065.1284045232,1.47165349514966,0.557438024875824,8.07660778810546e-05,0.00522375572568395
FBgn0000299,27401.7733508679,34474.2960829103,22097.3813018361,0.640981363294325,-0.641645684180206,8.19598512561867e-05,0.00527215651884905
FBgn0051431,1328.71181917548,994.849951765086,1579.10821973327,1.58728280272978,0.66655919291637,8.47152421494183e-05,0.00539080433376621
FBgn0250906,1521.69352490186,1905.91981897953,1233.52380434361,0.647206557201377,-0.627701870317886,8.45120662778366e-05,0.00539080433376621
FBgn0034793,285.722087592248,370.643574333161,222.030972536564,0.599041742288473,-0.739271558827626,8.59033609606457e-05,0.00543717743492087
FBgn0259935,25.0852523028783,39.5034414332871,14.2716104550716,0.36127511774318,-1.46883020005247,8.94580161465601e-05,0.00563204829314195
FBgn0020376,22.3203102367106,8.39543132085377,32.7639694236032,3.90259513435829,1.96443380150338,9.19960707091827e-05,0.00576119308420046
FBgn0038351,49.4916649897256,19.9310707631198,71.6621106596799,3.59549727715996,1.84619131716772,9.93991561104912e-05,0.00619204427223039
FBgn0037739,206.166941010818,268.092086131575,159.723082170251,0.595776937972954,-0.74715581573765,0.000103298327119889,0.00640125130780629
FBgn0001228+FBgn0001223,160.052449454596,211.081672291435,121.780532326966,0.576935605090465,-0.793517794042795,0.000104634873325378,0.00642491804671774
FBgn0015777,675.360149637577,848.216850306306,545.717624136031,0.64337041163349,-0.636278506380697,0.000104765899207209,0.00642491804671774
FBgn0000406,141.369613405004,54.5875954042539,206.456126905566,3.78210700391974,1.91919018080237,0.000115770204424466,0.00706317597715454
FBgn0051361,818.433120808516,1026.19199572406,662.613964621855,0.645701747219658,-0.631060163974122,0.000130514785632372,0.00792191283458851
FBgn0011722,7152.8976387485,5540.20779592834,8362.41502086362,1.50940457991655,0.593979556830077,0.00013204126759067,0.00795075318690826
FBgn0250757,47.1920317145103,67.3595157386343,32.0664186964173,0.476048830588987,-1.07081852968318,0.000132333421580004,0.00795075318690826
FBgn0031258,58.4559187595523,31.3606638301701,78.777359956589,2.51197998815326,1.32882497095444,0.000135314096530814,0.0080078882326936
FBgn0032089,66.5217527050515,94.8016451378887,45.3118333804235,0.477964631463067,-1.06502422961169,0.000134762947710951,0.0080078882326936
FBgn0032451,294.555338666442,378.801416474192,231.37078031063,0.610797030444562,-0.71123504678881,0.000134825240385574,0.0080078882326936
FBgn0085402,3025.19864990928,2319.22724931931,3554.67720035175,1.53269896315467,0.616074365612557,0.000137096444998197,0.00807300260198337
FBgn0038436,304.95431557656,388.091334540908,242.601551353298,0.625114579381895,-0.677807444383617,0.000143782682870541,0.00842481106166197
FBgn0004396,1351.60246591591,1893.47785662831,945.195922881614,0.499185094545923,-1.00235323830284,0.000160489548531084,0.00935741032716214
FBgn0086355,2258.56909092811,2926.38223806002,1757.70923057917,0.600642393095035,-0.735421791571405,0.000162216301424581,0.00941172619441834
